day: 0, month: 1, year: 2, hour: 3, minute: 4, weekday: 5, thikaroad?: 6, sentiment: 7, rain: 8, demos: 9, accident: 10, text: 11
30,6,2016,10,17,3,0,1,0,0,0,"10:17
 Its chaotic - Ronald Ngala nowhere to pass @KideroEvans via @KihanyaJohn"
30,6,2016,10,12,3,0,0,0,0,0,"10:11
Poor visibility between Kimende and Kinungi. Motorists beware  https://t.co/DhB2hQxwqX @NPSOfficial_KE   via @priscahmulinge"
30,6,2016,10,7,3,1,0,0,0,0,"10:07
Heavy Traffic towards Juja Town due to the ongoing #JKUATGraduation. Stick to the highway if proceeding to Thika. via @TurkMugambi"
30,6,2016,9,59,3,0,1,0,0,0,"09:58
4 thugs have just been shot by police officers at Mlango Kubwa along Juja Road. via @usalama_app"
30,6,2016,9,51,3,0,1,0,0,0,"09:51 
Limuru Rd. Off Village Market. Hit a UN truck caravan.Thank God the driver survived the crash https://t.co/JHkp12ACtd via @MawjiMaxx"
30,6,2016,9,49,3,0,1,0,0,0,"09:48
Aquinas High school on Rampage.. Jogoo Rd. barricaded.. Motorists beware. via @BApwoka"
30,6,2016,9,48,3,0,1,0,0,0,"09:48
An overturned bus in Roysambu towards towards town side, approach with care via @Bonnykarush"
30,6,2016,9,44,3,0,1,0,0,0,"09:44
@swankyLuo there's a minivan that has caught fire on uhuru highway that might be contributing to the snarl up. via @Nahashonindiya"
30,6,2016,9,41,3,0,1,0,0,0,"09:40
overturned bus hapo Roysambu causing kasmall jam hapo  https://t.co/jNPDHCYAKR via @aloh_allan"
30,6,2016,9,36,3,0,1,0,0,0,"09:35
Jam around Nyayo https://t.co/3g1lWcBx6P  via @swankyLuo"
30,6,2016,9,35,3,0,1,0,0,0,RT @mukabikiraguri: @KenyanTraffic Any news on why there's a gridlock all the way from Mlolongo inbound?
30,6,2016,9,35,3,0,1,0,0,0,"09:34
Car on fire near nyayo house 😳  https://t.co/9Jn6WdwI4l  via @ShebeAhmed"
30,6,2016,9,32,3,0,1,0,0,0,"09:32
Mombasa road along Nyali bridge, so congested with traffic, jam via @Drake_KE"
30,6,2016,9,31,3,0,1,0,0,0,"09:31
Cause of earlier Jam at MIRITINI 
@Ma3Route
@KenyanTraffic
@roadsvolunteer
@PwaniTraffic https://t.co/8uSOzQPRqY via @MsaCrimeAlerts"
30,6,2016,9,29,3,0,0,0,0,1,"09:29
Bad accident at Kenyatra University entrance involving a Noah and a motorcycle. via @hum_olillo"
30,6,2016,9,29,3,0,1,0,0,0,"09:28
Mlolongo-Nbi town in a total hell.What's happening!! .  https://t.co/YhpHAsxq6C   via @KibetLance"
30,6,2016,9,26,3,0,1,0,0,0,"09:24
NTSA Sections, Offence &amp; Penalty   https://t.co/N4S8A2mTZl via @akams_"
30,6,2016,9,19,3,0,0,0,0,0,"09:18
A bodaboda guy knocked dead outside Kenyatta University's Gate B outbound on the service lane. Approach with care  via @TurkMugambi"
30,6,2016,9,17,3,1,1,0,0,1,"09:17
Accident @ K.U gate. Avoid the service lane heading to thika via @MombasaCGW"
30,6,2016,9,16,3,0,1,0,0,0,"09:16
There is traffic as you approach Juja due to #JKUAT27thGRAD. Kindly use the Highway.  via @mainawagatundu"
30,6,2016,9,15,3,0,1,0,0,0,"09:15
This is madness! Cops at Cabanas causing jam on Msa road all the way to Nation! Someone stop them! via @zighemich"
30,6,2016,9,5,3,0,1,0,0,1,"09:05
accident on jogoo road a student killed this early  https://t.co/lSpHqmykRg  https://t.co/hznI8JvDmk via @MombasaCGW"
30,6,2016,9,4,3,0,1,0,0,1,"09:04
accident involving a Simba coach bus and a trailer along Mariakani,Mombasa https://t.co/oVwvn88Jr3 via  @MombasaCGW"
30,6,2016,9,2,3,0,1,0,0,0,"09:023
this school kids blocking motorist along jogoo road https://t.co/v8b54kcf3y  via @paul_zil"
30,6,2016,9,1,3,0,1,0,0,1,"09:01
 Jogoo road there's an accident hapo Makadara. Protestors have closed the road. Kindly use alternative routes. via @TarkokAj"
30,6,2016,9,0,3,0,1,0,0,0,"09:00
who cursed mombasa Rd? Damn jam via @kerichokericho"
30,6,2016,8,58,3,0,1,0,0,0,"08:57
@ntsa_kenya stuck Msa Rd inbound jam at Syokimau. I've done 14km in 1hr via @mutongoria"
30,6,2016,8,56,3,0,1,0,0,0,"08:55
JUJA ROAD ENTRY N EXIT IKO SAWA. via @JacobAbere"
30,6,2016,8,55,3,0,0,0,0,0,"08:55
Protests on Jogoo Road after a school boy knocked down by a speeding Matatu via @lagaless"
30,6,2016,8,53,3,0,1,0,0,0,"08:53
OUTERING ROUNDA KARIOBANGI TRAFFIC @POLICEKE WORKING ON JAM DILIGENTLY. EXPOUNDING IS WELL. via @JacobAbere"
30,6,2016,8,52,3,1,1,0,0,0,"08:52
 being driven by like thika road is part of DEATH RACE nkt watch out https://t.co/zNmyltTG6n via @munyiristeve"
30,6,2016,8,43,3,0,1,0,0,0,"08:42
 HII MANENO?? JAM JAM JAM ALONG KOCH BRI TO ROUNDA via @JacobAbere"
30,6,2016,8,40,3,0,1,0,0,0,"08:40
@ericmukuha juja looks lyk hell,service rd na hghway frm juja mall via @murage38743040"
30,6,2016,8,36,3,1,1,0,0,0,"08:35
Traffic on thikaroad b4 roasters https://t.co/RPfymCxfEJ  via @Washkoe"
30,6,2016,8,34,3,0,1,0,0,0,"08:34
 Meru-Nanyuki highway, 1 km outside Meru town. PSV strike. Traffic snarl up https://t.co/4EXGpeQFXN via @IdreeseChaz"
30,6,2016,8,32,3,0,1,0,0,0,"08:31
Msa road jam is unreal.. Not moving at all at Gateway Mall  https://t.co/Oj9uK08wJ3
 via @Princekyalo"
30,6,2016,8,30,3,1,1,0,0,0,"08:.0
Situation along Thika Rd, Juja https://t.co/ArMJJfX0cI  via @manyengo90"
30,6,2016,8,21,3,0,0,0,0,0,"08:20
 jkuat graduating,juja is a mess via @BobiAnthony"
30,6,2016,8,16,3,1,1,0,0,0,"08:16
 For those of you heading to Thika, please avoid service lane near Juja. Huko ni bumper to bumper. via @abdulahi_isaac"
30,6,2016,8,16,3,0,1,0,0,0,"08:16
race course rd towards riverside clear via @g_watene"
30,6,2016,8,14,3,0,0,0,0,0,"08:14
Mombasa Road towards town..... heavy traffic from Nation, Syokimau. All lanes via @kimathi1759"
30,6,2016,8,7,3,0,1,0,0,0,"08:07
Mombasa Road towards town....heavy traffic from Nation, Syokimau. All lanes 😴 😴 via @kimathi1759"
30,6,2016,8,6,3,0,0,0,0,0,"08:06
Waiyaki way frm kangemi 2wards westie slow bt moving via @Martinchoks"
30,6,2016,8,5,3,0,1,0,0,0,"08:04 
Mombasa road JAManeni https://t.co/RClLTwV2BD  via @SirKibocha"
30,6,2016,7,56,3,0,0,0,0,0,"07:56
Traffic starts from Juja Mall especially service lane due to @DiscoverJKUAT Graduation ceremony. .. via @augustinevickie"
30,6,2016,7,56,3,0,1,0,0,0,RT @Rustycase: .@KenyanTraffic : Today Nairobi - Mostly cloudy with a high of 21.7°C. Winds variable. Have a cool day...
30,6,2016,7,55,3,0,0,0,0,0,"07:55
there's graduation at JKUAT causing heavy jam via @menyavitalice"
30,6,2016,7,53,3,0,0,0,0,0,"RT @borniek: @KenyanTraffic  Something is wrong, traffic is all over, Jogoo Rd, nanyuki Rd , lugaluga Rd...."
30,6,2016,7,49,3,0,0,0,0,0,"07:43  
Outering from caltex up to round at confusion no movement as at 0640hr via @walusimbo"
30,6,2016,7,48,3,0,0,0,0,0,"07:42 @KenyanTraffic  Something is wrong, traffic is all over, Jogoo Rd, nanyuki Rd , lugaluga Rd....via @borniek"
30,6,2016,7,46,3,0,0,0,0,0,07:41 Waiyaki way heading to town moving slowly.  @KenyanTraffic https://t.co/n5QsBIujIj via @KenAseka
30,6,2016,7,45,3,0,1,0,0,0,"07:40 There will be graduation today at JKUAT Juja,traffic disruption expected,kindly plan your movements accordingly, via @Nicholus_Muthui"
30,6,2016,7,41,3,0,1,0,0,0,07:34   there's a shortcut matatus are using from Club Governor and it brings u to GM..alafu ni nyweee hadi Bellevue via @djbrikoti
30,6,2016,7,40,3,0,1,0,0,0,"07:34 @kenyantraffic @mboyaol disembark?? kwani its a ship or a plane? anyway, Anamosa via @MissWaruingi"
30,6,2016,7,39,3,0,1,0,0,1,07:33 Reports of a fatal accident on mombasa road @bellview  @KenyanTraffic via @MombasaCGW
30,6,2016,7,39,3,0,1,0,0,0,"RT @MissWaruingi: @kenyantraffic @mboyaol disembark?? kwani its a ship or a plane? anyway, anakosea"
30,6,2016,7,30,3,0,1,0,0,0,"07: 24 KBU 072J forcing passangers to disembark at junction of Nanyuki rd-inda,   https://t.co/hvPo5W4MH2 via @mboyaOl"
30,6,2016,7,29,3,0,1,0,0,0,07:23  Nightmare on mombasa road.  2 hours from Mlolongo to JKIA via @ndonyesarah
30,6,2016,7,27,3,0,1,0,0,0,"07:19 From Ksouth to Town in 25 MINUTES through Juja Road, this is miraculous. @KenyanTraffic @CapitalFMKenya. via @RobertOuko1"
30,6,2016,7,26,3,0,1,0,0,0,07:18 @KenyanTraffic plse  tutumie karau jogoo road near uchumi jam mbaya via @Dukeotebo2680
30,6,2016,7,25,3,0,1,0,0,0,RT @vedis2: @Dukeotebo2680  @KenyanTraffic Huyo mtoi wa juo ni quencher na watu wanamchota ama?? https://t.co/lJH4yVJzMy
30,6,2016,7,25,3,0,0,0,0,0,07:19 @KenyanTraffic  all the 23's should just use Juja Road. Outering rd- Buruburu en route Bahati -Eastleigj is tight via @RobertOuko1
30,6,2016,7,24,3,0,1,0,0,0,RT @induli: And use which road https://t.co/bFaLrZvPum
30,6,2016,7,23,3,0,1,0,0,0,"07:17  @ntsa_kenya this mat dropping pple on the highway, muthaiga inbound https://t.co/YGLTG3JqVF via @noldonoty"
30,6,2016,7,23,3,0,0,0,0,0,07:16  29 June 2016 Bungoma-Malaba hiwy b4 Mayanja Kibuke. The driver and turn boy feared dead https://t.co/nN7KXyb0PF via @MombasaCGW
30,6,2016,7,21,3,0,0,0,0,0,07:16  KCB 703E Plainsview Education Centre School bus being driven dangerously with little angels on board along Msa Road via @evakamenwa
30,6,2016,7,20,3,0,0,0,0,1,07:14 Minor accident involving probox and Saloon at Tiwi( kenol stage) Ukunda ~ Likoni highway police on site via @jimmynganga1
30,6,2016,7,18,3,0,1,0,0,0,"07:12 @KenyanTraffic  Juja Road is smooth, I even wonder why I use Jogoo road. via @RobertOuko1"
30,6,2016,7,18,3,0,1,0,0,0,07:11 Mombasa road from mastermind tobacco to Nairobi is a parking lot. https://t.co/zSmjMBOhfJ
30,6,2016,7,14,3,0,1,0,0,0,07:08  jam at donholm not moving from umoja https://t.co/dMy5ewwXNM via @mbuguamf
30,6,2016,7,13,3,0,1,0,0,0,07:07 what the hell is happening on jogoo rd today? There's traffic from donholm rndabout to as far as my eyes can see. via @ValerieOchieng
30,6,2016,7,12,3,0,0,0,0,0,07:06 @KenyanTraffic  outering  rd around donholm in a mess avoid that area via @chestertony
30,6,2016,7,10,3,0,0,0,0,0,07:05 @KenyanTraffic  outering  rd around donholm in a mess avoid that area via @raelochido
30,6,2016,7,10,3,0,1,0,0,0,07:05 @KenyanTraffic plse avoid jogoo road uchumi  mat imebonda mutoi wa juo  na amended via @Dukeotebo2680
30,6,2016,7,9,3,0,1,0,0,0,07:04 Museum Hill heading to Westlands ....nothing to worry. Drive responsibly. via @ngethejk
30,6,2016,7,9,3,0,1,0,0,0,07:04 @KenyanTraffic  what a nightmare Msa Rd has become! spending abt 1hr on a KM stretch is just wasteful via @ngethejk
30,6,2016,7,8,3,0,1,0,0,0,07:03 'Executive' City Shuttle KBV 454S passengers sit facing one another; looks like a model bus for the CBD. via @KenAseka
30,6,2016,7,7,3,0,1,0,0,0,07:01  @PoliceKE @ntsa_kenya why are we paying taxes if our Roads cannot be controlled? Massive overlapping on Mroad via @GmervK
30,6,2016,7,6,3,0,1,0,0,0,"07:00  no nonsense cop on motor bike langata road on the case of overlappers., couple of tickets dished to Ma3s via @BrezhnevOtieno"
30,6,2016,7,4,3,0,1,0,0,0,06:59  jogoo rd whats happening today???saitan ametumwa huku leo nko standstill at doni Leo tutafika saa Tatu via @c8a84ff1a8c54ae
30,6,2016,7,3,3,0,0,0,0,0,06:57  @JimmiGathu @mukoran it seems kenyans have a lot of money..the jam at MSA road is heavy https://t.co/8NvBfkhwN4 via @edjuma008
30,6,2016,7,2,3,0,1,0,0,0,06:55 Museum Hill heading to Westlands ....nothing to worry. Drive responsibly.  @KenyanTraffic via @KenAseka
30,6,2016,6,58,3,0,0,0,0,0,"06:52 @muthaiga matatus crossing through the pavement from service to main road. Dangerous driving this.@KenyanTraffic via, @mutungatoni"
30,6,2016,6,57,3,0,1,0,0,0,"RT @_johari: @KenyanTraffic @olbotich, all vehicle  owners are part of the problem."
30,6,2016,6,57,3,0,1,0,0,0,", 06:51 Museum Hill heading to Westlands ....nothing to worry. Drive responsibly.  @KenyanTraffic via @KenAseka"
30,6,2016,6,54,3,0,1,0,0,0,06:49 Forest Rd is awesome.  @KenyanTraffic via @KenAseka
30,6,2016,6,54,3,0,0,0,0,0,06:48 Slowly but moving after Muthaiga heading to town.  @KenyanTraffic via @KenAseka
30,6,2016,6,53,3,0,1,0,0,0,06:47 In 18minutes we have moved 300 meters only on Mombasa Road.  @NationFMKe @JimmiGathu https://t.co/53wxol6WZb via @mukoran
30,6,2016,6,52,3,0,0,0,0,0,"06:46 Mombasa Rd is a parking lot from mastermind. Police have faild compltely. DTO shd be reprimanded. Waste of time, money. via @olbotich"
30,6,2016,6,50,3,0,1,0,0,0,06:45 KBT 859T Does this drivers of #embasava have certificate of good conduct?  https://t.co/hkmH3fIaVP via @mboyaOl
30,6,2016,6,49,3,0,1,0,0,0,"06:44 @KenyanTraffic  
Eastleigh via Biafra,Pumwani, Starehe thro to town smooth sailing. Fantastic!!! via @B4Neemaaisha"
30,6,2016,6,48,3,0,1,0,0,0,06:43  jogoo road tuko parking via @NaijeriaToweett
30,6,2016,6,46,3,0,1,0,0,0,06:42 @timothykiganjo @mmmbiata I think there's nothing private abt private cars anymore esp if they cruise in public via @NabongoTeachers
30,6,2016,6,45,3,0,1,0,0,0,06:41  Mombasa Road is the shittiest place ever. Those cops at Cabanas need to get sucked immediately via @Gathogo_
30,6,2016,6,45,3,0,1,0,0,0,06:40 The season for school fires is here. As we go on our daily chores lets pray for our school children via @mutungatoni
30,6,2016,6,44,3,0,1,0,0,1,06:39  Accident btwn a lorry and a Sub near Cabanas is the cause of the massive tailback on Msa Rd via @Omijar
30,6,2016,6,43,3,0,1,0,0,0,06:39 Matatu madness is for real  along doni/savanah 0640hr https://t.co/GptaY86DBT via @mboyaOl
30,6,2016,6,42,3,0,1,0,0,0,RT @BeyondScaredd: When you realize the gang life is nothing for you https://t.co/BqO78SC0N0
30,6,2016,6,41,3,0,1,0,0,0,06:36 Wah! The snarl up from Syokimau railway is unbeatable today. It stopped moving eons @KenyanTraffic via @abbewilbourne
30,6,2016,6,40,3,0,1,0,0,0,06:35  6:24 Eastern Bypass near Cabanas moving https://t.co/L0zrg8ovBv via @Frank_Aywa
30,6,2016,6,40,3,0,0,0,0,0,06:34 @ViOluoch  @KenyaRailways_  All other NCR service trains will run as scheduled via @RVRConsortium
30,6,2016,6,39,3,0,0,0,0,0,06:33 Been at the same spot at Syokimau Railway station for the past 15 minutes.   @SRA_Syokimau https://t.co/h1s4i8gMpr via @mukoran
30,6,2016,6,38,3,0,1,0,0,0,06:32   2 trucks stalled on the middle lane as you go up the bridge before GM. 5:30am was that way too though moving via @jakakamega
30,6,2016,6,37,3,0,1,0,0,0,06:30   2 trucks stalled on the middle lane as you go up the bridge before GM. 5:30am was that way too though moving via @mbiririNderitu
30,6,2016,6,36,3,0,1,0,0,0,RT @kunguruu: @KenyanTraffic @mbsamaya sema sasa fare kupanda
30,6,2016,6,36,3,0,1,0,0,0,05:29 BEWARE via @Boussirdiur https://t.co/Hq2HbP4iss
30,6,2016,6,34,3,0,0,0,0,0,06:27 @KenyanTraffic  2nd day in a row!! Msa rd is pathetic all the way from mlolongo https://t.co/TdMVhGB7fa via @DenrRiq
30,6,2016,6,33,3,0,1,0,0,0,RT @timothykiganjo: You guys should find a way of blurring shots of number plates...I think that is intrusive/privacy violating as is. http…
30,6,2016,6,30,3,0,1,0,0,1,RT @Adrainstacy: @KenyanTraffic @ngethejk  blocked at Cabanas no accident no incident only policemen there.
30,6,2016,6,30,3,0,0,0,0,0,"06:25 
Kangundo Rd and Outer Ring Rd towards Outer is already crazy so early. One long queue of vehicles. Wah via @B4Neemaaisha"
30,6,2016,6,29,3,0,1,0,0,0,RT @dic_omurush: @kenyantraffic @mombasacgw whoever is responsible for the repair should be surcharged
30,6,2016,6,25,3,0,1,0,0,0,06:20  @KenyaRailways_  The Embakasi train suffered a technical fault hence the morning train has been cancelled via @RVRConsortium
30,6,2016,6,24,3,1,1,0,0,0,"Those using Thika Rd JKUAT graduation is today, there will be changes in flow of traffic from 6.00am around Juja &amp; underpasses via @waudium"
30,6,2016,6,23,3,0,1,0,0,0,06:18   Mombasa Rd at Syokimau jam packed https://t.co/V2GuXZhVYO via @ndonyesarah
30,6,2016,6,22,3,0,0,0,0,0,0618  The Embakasi commuter train is not running this morning due to unavoidable circumstances via @mbsamaya
30,6,2016,6,20,3,0,1,0,0,1,06:17 @KenyanTraffic @ngethejk  blocked at Cabanas no accident no incident only policemen there via @adrianstacy
30,6,2016,6,19,3,0,1,0,0,0,06:16  m rd...too early for this https://t.co/534MTrmBXr via @mmmbiata
30,6,2016,6,18,3,0,1,0,0,0,06:15  please someone ask the cop at cabanas afungue road via @Judykamunyu
30,6,2016,6,17,3,1,1,0,0,0,06:15 Stuck in survey Thika rd #Brekko @GhettoRadio895 @MajimajiKenya  @Elishifa https://t.co/Cas3YGLPSL via @nicmuhando
30,6,2016,6,16,3,0,1,0,0,0,"06:12 @KenyanTraffic  Msa Rd, airport to Cabanas stretch jam packed via @ngethejk"
30,6,2016,6,14,3,0,1,0,0,0,RT @victor254news: citizentvkenya: Good Morning! https://t.co/QWnKGTjgps
30,6,2016,6,12,3,0,0,0,0,1,06:12 We reportd a dangerous pothole at chunga mali Naivasha Nairobi  2days ago. caused accidents.  https://t.co/C2svCG2XQ0 via @MombasaCGW
30,6,2016,5,53,3,0,1,0,0,0,05:52 #Brekko https://t.co/QiCkJWsWRc via @ApeweDivai
30,6,2016,5,50,3,0,1,0,0,0,RT @CobbRusty: Sanctify them by the truth; your word is truth. #John17_17
30,6,2016,5,15,3,0,1,0,0,0,RT @arewashams: It's easier to get free WiFi than it is to get free water and people act like Nothing is wrong with the World.😢😞 https://t.…
30,6,2016,5,11,3,0,1,0,0,0,"RT @ministrygrid: God’s love is NOT based on
what YOU do, it’s based on
WHO HE IS!

-@RickWarren
#PDchurch https://t.co/X2hHWaAWe5"
30,6,2016,5,8,3,0,0,0,0,0,05:07 Nairobi_Naivasha highway too foggy. Visibility is poor. Exercise caution via @mench_ke
30,6,2016,5,3,3,0,0,0,0,0,05:03 Nairobi_Naivasha road visibility less than 3 meters   exercise caution via @mench_ke
30,6,2016,4,52,3,0,1,0,0,0,04:52 PRESS RELEASE https://t.co/ncLitAGfhe via @NPSOfficial_KE
29,6,2016,21,48,2,0,1,0,0,0,21:48  Service Lane from cabanas is jam packed. Use over pass via @Miss_Khaimia
29,6,2016,21,48,2,0,1,0,0,0,21:48  Langata road is just 90% bumps via @A_chilliN
29,6,2016,21,33,2,0,1,0,0,0,21:32  Service Lane from cabanas is jam packed. Use over pass via @Miss_Khaimia
29,6,2016,21,12,2,0,1,0,0,0,21:12 Police should fine adults Smoking in Cars With Kids inside. @ntsa_kenya via @ApondinasS
29,6,2016,21,11,2,0,0,0,0,0,21:11  we're suffocating jogoo rd because of sonko rd being closed. via @01amos01
29,6,2016,21,4,2,0,1,0,0,0,"21:04 via  @Mkangata  
The state of Jogoo road from Uchumi is triple worrying lakini will get home https://t.co/hE6LG5bNPL"
29,6,2016,20,52,2,0,1,0,0,0,"20:52  jogoo road it's total parking lot,!!! via @jomaina22"
29,6,2016,20,47,2,0,1,0,0,0,"20:47  @PeachezSez ""jogoo nikubaya to donholm"""
29,6,2016,20,44,2,0,1,0,0,0,20:44 Metro logistics (EABL dist) making our lives a living hell in Garden @tuskerlite  @NemaKenya https://t.co/028o1WV76Y via @Kush2017M
29,6,2016,20,37,2,1,1,0,0,0,20:37 Hizi Kenya Mpya zimejaa Thika Rd utadhani zinapeanwa bure via @ManuhKay
29,6,2016,20,29,2,0,1,0,0,0,20:29  KBU 457Q ISUZU DMAX transporting chang'aa along Limuru Rd. Just passed Ndenderu via @kinyuamike
29,6,2016,20,29,2,0,1,0,0,0,20:29 Jogoo road jam is at stand still not moving at all via @OkumuEvans370
29,6,2016,20,28,2,0,1,0,0,0,20:28  jogoo nikubaya to donholm via @maxmunoge
29,6,2016,20,24,2,1,0,0,0,0,20:24 Thika Rd moving slow again toward homeland via @jack_mkubwa
29,6,2016,20,24,2,1,0,0,0,0,20:23  Thika Rd outbound flowing well...bt a bit slow towards drive inn. via @jack_mkubwa
29,6,2016,20,23,2,1,0,0,0,0,20:23  Thika Rd moving slow again toward homeland via @jack_mkubwa
29,6,2016,20,18,2,0,0,0,0,0,20;18 that one day cops go missing is the day you take 20min Langata to Rongai via @Cliffderic
29,6,2016,20,17,2,0,1,0,0,0,"20:17 via  @carolkimanii  
 zero movement near makadara substation - jogoo Rd https://t.co/FxD2bPbZ3I"
29,6,2016,20,16,2,0,1,0,0,0,"20:15 via  @Nicsteeve 
 who is this dude at yaya junction.from far looks like a police officer https://t.co/ZGQzB8GrY2"
29,6,2016,20,13,2,0,1,0,0,0,20:12  Magadi road looks good Little traffic via @Cliffderic
29,6,2016,20,12,2,0,1,0,0,0,20:11 Haile Selassie avenue towards muthurwa rnd abt....parking via @jack_mkubwa
29,6,2016,20,11,2,0,1,0,0,0,"20:10"" she just stopped to talk to her friend ...huyooo..300k worth of merchandise lost via @DaisyRabar"
29,6,2016,20,10,2,0,0,0,0,0,20:09 There's a new brd of bandits in twn..the small handcart that are pushed.the guy just left with my cousins merchandise via @DaisyRabar
29,6,2016,20,7,2,0,1,0,0,0,"RT @dennisomanga: There is a country called #Germany ,its almost perfect in every sense @Ma3Route https://t.co/ZZL4mK6tll"
29,6,2016,19,58,2,0,0,0,0,0,19:58  Muran'ga road is currently snail slow! Has taken me ages to cross a small stretch.... via @KaranjaKim1
29,6,2016,19,57,2,0,1,0,0,0,19:57  Jogoo road is just madness via @kuria_nimo
29,6,2016,19,54,2,0,0,0,0,0,"19:53 via  @lentoxkenya  
Juja rd at Kariobangi round about is total disaster."
29,6,2016,19,53,2,0,1,0,0,1,"19:53  @carolkimanii Mombasa road moving smoothly, but there is an accident near standard group. via @IbutuPeter"
29,6,2016,19,53,2,0,0,0,0,0,"19:52  From Exit 5 A2 outbound is a conundrum of street lights and brakes dynamics, slow slow slow via @PapiasMwangi"
29,6,2016,19,52,2,0,1,0,0,0,19:52  The price you will pay for drink driving is your life and the lives of innocent victims you kill via @chukuacontrol
29,6,2016,19,52,2,0,0,0,0,0,19:51  Juja rd at Kariobangi round about is total disaster. via @lentoxkenya
29,6,2016,19,47,2,0,1,0,0,0,"19:46 via   @carolkimanii 
 jogoo Rd both ways at makadara https://t.co/8wKszHNKxg"
29,6,2016,19,27,2,0,0,0,0,0,19:57 Nyayo round abt from langata road kameshikana ! via @jack_mkubwa
29,6,2016,19,15,2,0,1,0,0,0,19:15  from ngara to town opt another route via @eeriics
29,6,2016,19,11,2,0,1,0,0,0,19:11  miracles indeed do happen traffic to rongai on magadi road today starts at petrol city filling station via @KangetheJosphat
29,6,2016,19,11,2,0,0,0,0,0,19:11 from allsopps all the way past bluepost moving slowly via @johnreggae1
29,6,2016,19,1,2,0,1,0,0,0,"19:01 via  @KJKungu  
The cause of traffic on Kiambu road and the muck made by matatu's https://t.co/EJLBu35GKQ"
29,6,2016,18,46,2,0,1,0,0,0,18:46  we need an underpass at KU and just before githurai. NTSA intervene. via @oscrjacob1
29,6,2016,18,45,2,0,1,0,0,0,"18:44  via @CEOkech  
 this convoy on the Northen Bypass forcing vehicles off the road towards Windsor 4rm Kiambu rd https://t.co/Q7nFfWNDxn"
29,6,2016,18,44,2,0,1,0,0,0,18:43 via @CEOkech traffic on NORTHERN bypss btwn Kiambu rd and Windsor as sction on Ridgeways rd clsed #overlapping https://t.co/A7FYfC2jO7
29,6,2016,18,42,2,0,1,0,0,0,18:42 Mombasa rd jam heading to JKIA starts at Bellevue. Inbound towards nyayo stadium is clear. jam starts at ICC church via @kenyanspider
29,6,2016,18,41,2,0,1,0,0,0,"18;41 via  @MsaCrimeAlerts 
Haile Selassie Rd procession over
Traffic flow clean
https://t.co/ACN5K9NPXc"
29,6,2016,18,39,2,0,0,0,0,0,"18:39 via  @KJKungu  
Kiambu road outbound has 3 lanes today, the traffic nd overlapping psv's is bad  https://t.co/q5ziHcSl0S"
29,6,2016,18,38,2,0,0,0,0,0,"18:37 via @mosse07 
 Mbsa road outbound... moving slowly from airtel....inbound stuck at"
29,6,2016,18,30,2,0,1,0,0,0,"18:30  via @thomeone  
pangani to Kariokor parking lot https://t.co/hJGptTevHI"
29,6,2016,18,29,2,0,0,0,0,0,18:28  Car behind hooting coz am doing 50. Passes and gets caught for speeding via @Paperboyrocks
29,6,2016,18,18,2,0,0,0,0,0,18:18 Tao to westie via Uhuru h/w is crazy. Stay in Tao for a while n take one coffee for the cold via @willsfred9
29,6,2016,18,4,2,0,0,0,0,1,18:04 Bad accident after Small World just before GreenPark. Boda boda fellas baying for blood #Ma3RouteCheck via @BeingCharlie
29,6,2016,18,2,2,0,1,0,0,0,"18:01 via  @bmbote  
Thousands of pedestrians use the footbridge at Roysambu daily. Use one too.  https://t.co/rU8cBcPj1C"
29,6,2016,17,57,2,0,1,0,0,0,17:57  Mlolongo jam starting at Kapa via @amisha22ke
29,6,2016,17,56,2,0,1,0,0,0,17:56 Mbagathi road towards TMall not moving today must be the cops at Tmall roundabout via @faithchepk
29,6,2016,17,55,2,0,1,0,0,0,"17:55 via  @sal_gooh  
Mombasa rd towards airport at Tile n carpet  https://t.co/hhvjkGW3v8"
29,6,2016,17,54,2,0,1,0,0,0,17:54 frm makongeni towards thka rd its bumper to bumper via @DaniKinoti
29,6,2016,17,50,2,0,0,0,0,0,17:50  mbagathi rd too slow today! via @sheenmukuna
29,6,2016,17,50,2,0,0,0,0,0,"17:50  been on Langata Road/Aerodrome Road, for almost one hour. What is slowing us down ahead ? via @Wairimo"
29,6,2016,17,49,2,0,1,0,0,0,"17:49  via @fndinya 
#ItsAlwaysWiseTo be careful.Safety is everybody's job. https://t.co/rQhjKqLwSh"
29,6,2016,17,48,2,0,0,0,0,0,"17:48 via  @kenyanspider 
 car has overturned on Limuru road past village  market. causing heavy traffic https://t.co/bA3ZK2DDee"
29,6,2016,17,47,2,0,1,0,0,0,"17:46   via @kinyuaj  
....when you see these guys along Elgon Road...stay a bit longer in the office https://t.co/fmhkFxFW52"
29,6,2016,17,43,2,0,1,0,0,0,17;43  Riverside drive from chiromo kama kawa! via @ChegeEdchei6
29,6,2016,17,38,2,0,1,0,0,0,"17:38  Museum hill ni kama line ya kupiga kura Donholm,   via @jpmuga"
29,6,2016,17,38,2,0,0,0,0,0,17:38  overlappers making life miserable on a chocking mbagathi way outbound via @AudreyNairobi
29,6,2016,17,37,2,0,1,0,0,0,17:34  Traffic on Waiyaki way inbound starts at Nairobi school. Go figure via @HowieAkimala
29,6,2016,17,34,2,0,1,0,0,0,17:34  from city stadium towards town is parking lot via @JohnKar81097425
